spN	primary_lifestyle	species
Cladophialophora_sp650	soil_saprotroph	Cladophialophora_sp650
Cladophialophora_sp651	soil_saprotroph	Cladophialophora_sp651
Cladophialophora_sp652	soil_saprotroph	Cladophialophora_sp652
Cladophialophora_sp654	soil_saprotroph	Cladophialophora_sp654
Cladophialophora_sp655	soil_saprotroph	Cladophialophora_sp655
Cladophialophora_sp656	soil_saprotroph	Cladophialophora_sp656
Cladophialophora_sp658	soil_saprotroph	Cladophialophora_sp658
Cladophialophora_sp66	soil_saprotroph	Cladophialophora_sp66
Cladophialophora_sp660	soil_saprotroph	Cladophialophora_sp660
Cladophialophora_sp661	soil_saprotroph	Cladophialophora_sp661
Cladophialophora_sp662	soil_saprotroph	Cladophialophora_sp662
Cladophialophora_sp663	soil_saprotroph	Cladophialophora_sp663
Cladophialophora_sp664	soil_saprotroph	Cladophialophora_sp664
Cladophialophora_sp665	soil_saprotroph	Cladophialophora_sp665
Cladophialophora_sp666	soil_saprotroph	Cladophialophora_sp666
Cladophialophora_sp667	soil_saprotroph	Cladophialophora_sp667
Cladophialophora_sp668	soil_saprotroph	Cladophialophora_sp668
Cladophialophora_sp669	soil_saprotroph	Cladophialophora_sp669
Cladophialophora_sp67	soil_saprotroph	Cladophialophora_sp67
Cladophialophora_sp670	soil_saprotroph	Cladophialophora_sp670
Cladophialophora_sp671	soil_saprotroph	Cladophialophora_sp671
Cladophialophora_sp672	soil_saprotroph	Cladophialophora_sp672
Cladophialophora_sp674	soil_saprotroph	Cladophialophora_sp674
Cladophialophora_sp675	soil_saprotroph	Cladophialophora_sp675
Cladophialophora_sp676	soil_saprotroph	Cladophialophora_sp676
Cladophialophora_sp677	soil_saprotroph	Cladophialophora_sp677
Cladophialophora_sp679	soil_saprotroph	Cladophialophora_sp679
Cladophialophora_sp681	soil_saprotroph	Cladophialophora_sp681
Cladophialophora_sp682	soil_saprotroph	Cladophialophora_sp682
Cladophialophora_sp683	soil_saprotroph	Cladophialophora_sp683
Cladophialophora_sp685	soil_saprotroph	Cladophialophora_sp685
Cladophialophora_sp686	soil_saprotroph	Cladophialophora_sp686
Cladophialophora_sp687	soil_saprotroph	Cladophialophora_sp687
Cladophialophora_sp688	soil_saprotroph	Cladophialophora_sp688
Cladophialophora_sp689	soil_saprotroph	Cladophialophora_sp689
Cladophialophora_sp69	soil_saprotroph	Cladophialophora_sp69
Cladophialophora_sp690	soil_saprotroph	Cladophialophora_sp690
Cladophialophora_sp691	soil_saprotroph	Cladophialophora_sp691
Cladophialophora_sp693	soil_saprotroph	Cladophialophora_sp693
Cladophialophora_sp694	soil_saprotroph	Cladophialophora_sp694
Cladophialophora_sp695	soil_saprotroph	Cladophialophora_sp695
Cladophialophora_sp696	soil_saprotroph	Cladophialophora_sp696
Cladophialophora_sp698	soil_saprotroph	Cladophialophora_sp698
Cladophialophora_sp699	soil_saprotroph	Cladophialophora_sp699
Cladophialophora_sp70	soil_saprotroph	Cladophialophora_sp70
Cladophialophora_sp702	soil_saprotroph	Cladophialophora_sp702
Cladophialophora_sp704	soil_saprotroph	Cladophialophora_sp704
Cladophialophora_sp705	soil_saprotroph	Cladophialophora_sp705
Cladophialophora_sp707	soil_saprotroph	Cladophialophora_sp707
Cladophialophora_sp709	soil_saprotroph	Cladophialophora_sp709
Cladophialophora_sp71	soil_saprotroph	Cladophialophora_sp71
Cladophialophora_sp710	soil_saprotroph	Cladophialophora_sp710
Cladophialophora_sp712	soil_saprotroph	Cladophialophora_sp712
Cladophialophora_sp714	soil_saprotroph	Cladophialophora_sp714
Cladophialophora_sp715	soil_saprotroph	Cladophialophora_sp715
Cladophialophora_sp717	soil_saprotroph	Cladophialophora_sp717
Cladophialophora_sp718	soil_saprotroph	Cladophialophora_sp718
Cladophialophora_sp722	soil_saprotroph	Cladophialophora_sp722
Cladophialophora_sp723	soil_saprotroph	Cladophialophora_sp723
Cladophialophora_sp724	soil_saprotroph	Cladophialophora_sp724
Cladophialophora_sp725	soil_saprotroph	Cladophialophora_sp725
Cladophialophora_sp726	soil_saprotroph	Cladophialophora_sp726
Cladophialophora_sp729	soil_saprotroph	Cladophialophora_sp729
Cladophialophora_sp73	soil_saprotroph	Cladophialophora_sp73
Cladophialophora_sp730	soil_saprotroph	Cladophialophora_sp730
Cladophialophora_sp731	soil_saprotroph	Cladophialophora_sp731
Cladophialophora_sp732	soil_saprotroph	Cladophialophora_sp732
Cladophialophora_sp734	soil_saprotroph	Cladophialophora_sp734
Cladophialophora_sp735	soil_saprotroph	Cladophialophora_sp735
Cladophialophora_sp737	soil_saprotroph	Cladophialophora_sp737
Cladophialophora_sp739	soil_saprotroph	Cladophialophora_sp739
Cladophialophora_sp74	soil_saprotroph	Cladophialophora_sp74
Cladophialophora_sp740	soil_saprotroph	Cladophialophora_sp740
Cladophialophora_sp742	soil_saprotroph	Cladophialophora_sp742
Cladophialophora_sp744	soil_saprotroph	Cladophialophora_sp744
Cladophialophora_sp745	soil_saprotroph	Cladophialophora_sp745
Cladophialophora_sp746	soil_saprotroph	Cladophialophora_sp746
Cladophialophora_sp747	soil_saprotroph	Cladophialophora_sp747
Cladophialophora_sp749	soil_saprotroph	Cladophialophora_sp749
Cladophialophora_sp75	soil_saprotroph	Cladophialophora_sp75
Cladophialophora_sp750	soil_saprotroph	Cladophialophora_sp750
Cladophialophora_sp751	soil_saprotroph	Cladophialophora_sp751
Cladophialophora_sp752	soil_saprotroph	Cladophialophora_sp752
Cladophialophora_sp753	soil_saprotroph	Cladophialophora_sp753
Cladophialophora_sp755	soil_saprotroph	Cladophialophora_sp755
Cladophialophora_sp756	soil_saprotroph	Cladophialophora_sp756
Cladophialophora_sp757	soil_saprotroph	Cladophialophora_sp757
Cladophialophora_sp758	soil_saprotroph	Cladophialophora_sp758
Cladophialophora_sp759	soil_saprotroph	Cladophialophora_sp759
Cladophialophora_sp76	soil_saprotroph	Cladophialophora_sp76
Cladophialophora_sp760	soil_saprotroph	Cladophialophora_sp760
Cladophialophora_sp761	soil_saprotroph	Cladophialophora_sp761
Cladophialophora_sp764	soil_saprotroph	Cladophialophora_sp764
Cladophialophora_sp765	soil_saprotroph	Cladophialophora_sp765
Cladophialophora_sp767	soil_saprotroph	Cladophialophora_sp767
Cladophialophora_sp769	soil_saprotroph	Cladophialophora_sp769
Cladophialophora_sp771	soil_saprotroph	Cladophialophora_sp771
Cladophialophora_sp772	soil_saprotroph	Cladophialophora_sp772
Cladophialophora_sp773	soil_saprotroph	Cladophialophora_sp773
Cladophialophora_sp774	soil_saprotroph	Cladophialophora_sp774
Cladophialophora_sp775	soil_saprotroph	Cladophialophora_sp775
Cladophialophora_sp776	soil_saprotroph	Cladophialophora_sp776
Cladophialophora_sp777	soil_saprotroph	Cladophialophora_sp777
Cladophialophora_sp78	soil_saprotroph	Cladophialophora_sp78
Cladophialophora_sp780	soil_saprotroph	Cladophialophora_sp780
Cladophialophora_sp781	soil_saprotroph	Cladophialophora_sp781
Cladophialophora_sp782	soil_saprotroph	Cladophialophora_sp782
Cladophialophora_sp784	soil_saprotroph	Cladophialophora_sp784
Cladophialophora_sp785	soil_saprotroph	Cladophialophora_sp785
Cladophialophora_sp786	soil_saprotroph	Cladophialophora_sp786
Cladophialophora_sp787	soil_saprotroph	Cladophialophora_sp787
Cladophialophora_sp788	soil_saprotroph	Cladophialophora_sp788
Cladophialophora_sp79	soil_saprotroph	Cladophialophora_sp79
Cladophialophora_sp790	soil_saprotroph	Cladophialophora_sp790
Cladophialophora_sp791	soil_saprotroph	Cladophialophora_sp791
Cladophialophora_sp792	soil_saprotroph	Cladophialophora_sp792
Cladophialophora_sp794	soil_saprotroph	Cladophialophora_sp794
Cladophialophora_sp795	soil_saprotroph	Cladophialophora_sp795
Cladophialophora_sp796	soil_saprotroph	Cladophialophora_sp796
Cladophialophora_sp797	soil_saprotroph	Cladophialophora_sp797
Cladophialophora_sp798	soil_saprotroph	Cladophialophora_sp798
Cladophialophora_sp799	soil_saprotroph	Cladophialophora_sp799
Cladophialophora_sp80	soil_saprotroph	Cladophialophora_sp80
Cladophialophora_sp801	soil_saprotroph	Cladophialophora_sp801
Cladophialophora_sp802	soil_saprotroph	Cladophialophora_sp802
Cladophialophora_sp803	soil_saprotroph	Cladophialophora_sp803
Cladophialophora_sp804	soil_saprotroph	Cladophialophora_sp804
Cladophialophora_sp805	soil_saprotroph	Cladophialophora_sp805
Cladophialophora_sp806	soil_saprotroph	Cladophialophora_sp806
Cladophialophora_sp808	soil_saprotroph	Cladophialophora_sp808
Cladophialophora_sp81	soil_saprotroph	Cladophialophora_sp81
Cladophialophora_sp813	soil_saprotroph	Cladophialophora_sp813
Cladophialophora_sp814	soil_saprotroph	Cladophialophora_sp814
Cladophialophora_sp815	soil_saprotroph	Cladophialophora_sp815
Cladophialophora_sp816	soil_saprotroph	Cladophialophora_sp816
Cladophialophora_sp817	soil_saprotroph	Cladophialophora_sp817
Cladophialophora_sp818	soil_saprotroph	Cladophialophora_sp818
Cladophialophora_sp819	soil_saprotroph	Cladophialophora_sp819
Cladophialophora_sp82	soil_saprotroph	Cladophialophora_sp82
Cladophialophora_sp820	soil_saprotroph	Cladophialophora_sp820
Cladophialophora_sp821	soil_saprotroph	Cladophialophora_sp821
Cladophialophora_sp822	soil_saprotroph	Cladophialophora_sp822
Cladophialophora_sp823	soil_saprotroph	Cladophialophora_sp823
Cladophialophora_sp824	soil_saprotroph	Cladophialophora_sp824
Cladophialophora_sp825	soil_saprotroph	Cladophialophora_sp825
Cladophialophora_sp826	soil_saprotroph	Cladophialophora_sp826
Cladophialophora_sp827	soil_saprotroph	Cladophialophora_sp827
Cladophialophora_sp83	soil_saprotroph	Cladophialophora_sp83
Cladophialophora_sp830	soil_saprotroph	Cladophialophora_sp830
Cladophialophora_sp831	soil_saprotroph	Cladophialophora_sp831
Cladophialophora_sp832	soil_saprotroph	Cladophialophora_sp832
Cladophialophora_sp833	soil_saprotroph	Cladophialophora_sp833
Cladophialophora_sp834	soil_saprotroph	Cladophialophora_sp834
Cladophialophora_sp835	soil_saprotroph	Cladophialophora_sp835
Cladophialophora_sp836	soil_saprotroph	Cladophialophora_sp836
Cladophialophora_sp837	soil_saprotroph	Cladophialophora_sp837
Cladophialophora_sp84	soil_saprotroph	Cladophialophora_sp84
Cladophialophora_sp841	soil_saprotroph	Cladophialophora_sp841
Cladophialophora_sp842	soil_saprotroph	Cladophialophora_sp842
Cladophialophora_sp844	soil_saprotroph	Cladophialophora_sp844
Cladophialophora_sp845	soil_saprotroph	Cladophialophora_sp845
Cladophialophora_sp846	soil_saprotroph	Cladophialophora_sp846
Cladophialophora_sp847	soil_saprotroph	Cladophialophora_sp847
Cladophialophora_sp848	soil_saprotroph	Cladophialophora_sp848
Cladophialophora_sp849	soil_saprotroph	Cladophialophora_sp849
Cladophialophora_sp85	soil_saprotroph	Cladophialophora_sp85
Cladophialophora_sp850	soil_saprotroph	Cladophialophora_sp850
Cladophialophora_sp851	soil_saprotroph	Cladophialophora_sp851
Cladophialophora_sp853	soil_saprotroph	Cladophialophora_sp853
Cladophialophora_sp855	soil_saprotroph	Cladophialophora_sp855
Cladophialophora_sp858	soil_saprotroph	Cladophialophora_sp858
Cladophialophora_sp86	soil_saprotroph	Cladophialophora_sp86
Cladophialophora_sp860	soil_saprotroph	Cladophialophora_sp860
Cladophialophora_sp861	soil_saprotroph	Cladophialophora_sp861
Cladophialophora_sp862	soil_saprotroph	Cladophialophora_sp862
Cladophialophora_sp864	soil_saprotroph	Cladophialophora_sp864
Cladophialophora_sp866	soil_saprotroph	Cladophialophora_sp866
Cladophialophora_sp867	soil_saprotroph	Cladophialophora_sp867
Cladophialophora_sp868	soil_saprotroph	Cladophialophora_sp868
Cladophialophora_sp87	soil_saprotroph	Cladophialophora_sp87
Cladophialophora_sp870	soil_saprotroph	Cladophialophora_sp870
Cladophialophora_sp871	soil_saprotroph	Cladophialophora_sp871
Cladophialophora_sp872	soil_saprotroph	Cladophialophora_sp872
Cladophialophora_sp873	soil_saprotroph	Cladophialophora_sp873
Cladophialophora_sp874	soil_saprotroph	Cladophialophora_sp874
Cladophialophora_sp875	soil_saprotroph	Cladophialophora_sp875
Cladophialophora_sp876	soil_saprotroph	Cladophialophora_sp876
Cladophialophora_sp878	soil_saprotroph	Cladophialophora_sp878
Cladophialophora_sp879	soil_saprotroph	Cladophialophora_sp879
Cladophialophora_sp88	soil_saprotroph	Cladophialophora_sp88
Cladophialophora_sp881	soil_saprotroph	Cladophialophora_sp881
Cladophialophora_sp882	soil_saprotroph	Cladophialophora_sp882
Cladophialophora_sp884	soil_saprotroph	Cladophialophora_sp884
Cladophialophora_sp886	soil_saprotroph	Cladophialophora_sp886
Cladophialophora_sp887	soil_saprotroph	Cladophialophora_sp887
Cladophialophora_sp888	soil_saprotroph	Cladophialophora_sp888
Cladophialophora_sp889	soil_saprotroph	Cladophialophora_sp889
Cladophialophora_sp89	soil_saprotroph	Cladophialophora_sp89
Cladophialophora_sp891	soil_saprotroph	Cladophialophora_sp891
Cladophialophora_sp892	soil_saprotroph	Cladophialophora_sp892
Cladophialophora_sp893	soil_saprotroph	Cladophialophora_sp893
Cladophialophora_sp894	soil_saprotroph	Cladophialophora_sp894
Cladophialophora_sp897	soil_saprotroph	Cladophialophora_sp897
Cladophialophora_sp899	soil_saprotroph	Cladophialophora_sp899
Cladophialophora_sp900	soil_saprotroph	Cladophialophora_sp900
Cladophialophora_sp901	soil_saprotroph	Cladophialophora_sp901
Cladophialophora_sp902	soil_saprotroph	Cladophialophora_sp902
Cladophialophora_sp903	soil_saprotroph	Cladophialophora_sp903
Cladophialophora_sp906	soil_saprotroph	Cladophialophora_sp906
Cladophialophora_sp909	soil_saprotroph	Cladophialophora_sp909
Cladophialophora_sp910	soil_saprotroph	Cladophialophora_sp910
Cladophialophora_sp911	soil_saprotroph	Cladophialophora_sp911
Cladophialophora_sp912	soil_saprotroph	Cladophialophora_sp912
Cladophialophora_sp913	soil_saprotroph	Cladophialophora_sp913
Cladophialophora_sp914	soil_saprotroph	Cladophialophora_sp914
Cladophialophora_sp915	soil_saprotroph	Cladophialophora_sp915
Cladophialophora_sp916	soil_saprotroph	Cladophialophora_sp916
Cladophialophora_sp917	soil_saprotroph	Cladophialophora_sp917
Cladophialophora_sp918	soil_saprotroph	Cladophialophora_sp918
Cladophialophora_sp919	soil_saprotroph	Cladophialophora_sp919
Cladophialophora_sp92	soil_saprotroph	Cladophialophora_sp92
Cladophialophora_sp920	soil_saprotroph	Cladophialophora_sp920
Cladophialophora_sp921	soil_saprotroph	Cladophialophora_sp921
Cladophialophora_sp922	soil_saprotroph	Cladophialophora_sp922
Cladophialophora_sp923	soil_saprotroph	Cladophialophora_sp923
Cladophialophora_sp925	soil_saprotroph	Cladophialophora_sp925
Cladophialophora_sp927	soil_saprotroph	Cladophialophora_sp927
Cladophialophora_sp928	soil_saprotroph	Cladophialophora_sp928
Cladophialophora_sp929	soil_saprotroph	Cladophialophora_sp929
Cladophialophora_sp930	soil_saprotroph	Cladophialophora_sp930
Cladophialophora_sp931	soil_saprotroph	Cladophialophora_sp931
Cladophialophora_sp933	soil_saprotroph	Cladophialophora_sp933
Cladophialophora_sp934	soil_saprotroph	Cladophialophora_sp934
Cladophialophora_sp935	soil_saprotroph	Cladophialophora_sp935
Cladophialophora_sp937	soil_saprotroph	Cladophialophora_sp937
Cladophialophora_sp939	soil_saprotroph	Cladophialophora_sp939
Cladophialophora_sp94	soil_saprotroph	Cladophialophora_sp94
Cladophialophora_sp941	soil_saprotroph	Cladophialophora_sp941
Cladophialophora_sp942	soil_saprotroph	Cladophialophora_sp942
Cladophialophora_sp944	soil_saprotroph	Cladophialophora_sp944
Cladophialophora_sp945	soil_saprotroph	Cladophialophora_sp945
Cladophialophora_sp946	soil_saprotroph	Cladophialophora_sp946
Cladophialophora_sp947	soil_saprotroph	Cladophialophora_sp947
Cladophialophora_sp950	soil_saprotroph	Cladophialophora_sp950
Cladophialophora_sp951	soil_saprotroph	Cladophialophora_sp951
Cladophialophora_sp953	soil_saprotroph	Cladophialophora_sp953
Cladophialophora_sp954	soil_saprotroph	Cladophialophora_sp954
Cladophialophora_sp956	soil_saprotroph	Cladophialophora_sp956
Cladophialophora_sp957	soil_saprotroph	Cladophialophora_sp957
Cladophialophora_sp959	soil_saprotroph	Cladophialophora_sp959
Cladophialophora_sp96	soil_saprotroph	Cladophialophora_sp96
Cladophialophora_sp960	soil_saprotroph	Cladophialophora_sp960
Cladophialophora_sp966	soil_saprotroph	Cladophialophora_sp966
Cladophialophora_sp968	soil_saprotroph	Cladophialophora_sp968
Cladophialophora_sp969	soil_saprotroph	Cladophialophora_sp969
Cladophialophora_sp97	soil_saprotroph	Cladophialophora_sp97
Cladophialophora_sp970	soil_saprotroph	Cladophialophora_sp970
Cladophialophora_sp971	soil_saprotroph	Cladophialophora_sp971
Cladophialophora_sp972	soil_saprotroph	Cladophialophora_sp972
Cladophialophora_sp973	soil_saprotroph	Cladophialophora_sp973
Cladophialophora_sp974	soil_saprotroph	Cladophialophora_sp974
Cladophialophora_sp975	soil_saprotroph	Cladophialophora_sp975
Cladophialophora_sp976	soil_saprotroph	Cladophialophora_sp976
Cladophialophora_sp978	soil_saprotroph	Cladophialophora_sp978
Cladophialophora_sp98	soil_saprotroph	Cladophialophora_sp98
Cladophialophora_sp980	soil_saprotroph	Cladophialophora_sp980
Cladophialophora_sp981	soil_saprotroph	Cladophialophora_sp981
Cladophialophora_sp982	soil_saprotroph	Cladophialophora_sp982
Cladophialophora_sp983	soil_saprotroph	Cladophialophora_sp983
Cladophialophora_sp984	soil_saprotroph	Cladophialophora_sp984
Cladophialophora_sp985	soil_saprotroph	Cladophialophora_sp985
Cladophialophora_sp986	soil_saprotroph	Cladophialophora_sp986
Cladophialophora_sp987	soil_saprotroph	Cladophialophora_sp987
Cladophialophora_sp988	soil_saprotroph	Cladophialophora_sp988
Cladophialophora_sp99	soil_saprotroph	Cladophialophora_sp99
Cladophialophora_sp990	soil_saprotroph	Cladophialophora_sp990
Cladophialophora_sp991	soil_saprotroph	Cladophialophora_sp991
Cladophialophora_sp992	soil_saprotroph	Cladophialophora_sp992
Cladophialophora_sp993	soil_saprotroph	Cladophialophora_sp993
Cladophialophora_sp994	soil_saprotroph	Cladophialophora_sp994
Cladophialophora_sp996	soil_saprotroph	Cladophialophora_sp996
Cladophialophora_sp997	soil_saprotroph	Cladophialophora_sp997
Cladophialophora_sp998	soil_saprotroph	Cladophialophora_sp998
Cladophialophora_sp999	soil_saprotroph	Cladophialophora_sp999
Cladorrhinum_flexuosum_sp1	unspecified_saprotroph	Cladorrhinum_flexuosum_sp1
Cladorrhinum_foecundissimum_sp1	unspecified_saprotroph	Cladorrhinum_foecundissimum_sp1
Cladorrhinum_incarnatum_sp1	unspecified_saprotroph	Cladorrhinum_incarnatum_sp1
Cladorrhinum_intermedium_sp1	unspecified_saprotroph	Cladorrhinum_intermedium_sp1
Cladorrhinum_intermedium_sp2	unspecified_saprotroph	Cladorrhinum_intermedium_sp2
Cladorrhinum_microsclerotigenum_sp1	unspecified_saprotroph	Cladorrhinum_microsclerotigenum_sp1
Cladorrhinum_sp1	unspecified_saprotroph	Cladorrhinum_sp1
Cladorrhinum_sp10	unspecified_saprotroph	Cladorrhinum_sp10
