spN	primary_lifestyle	species
Tomentella_sp2649	ectomycorrhizal	Tomentella_sp2649
Tomentella_sp265	ectomycorrhizal	Tomentella_sp265
Tomentella_sp2650	ectomycorrhizal	Tomentella_sp2650
Tomentella_sp2651	ectomycorrhizal	Tomentella_sp2651
Tomentella_sp2653	ectomycorrhizal	Tomentella_sp2653
Tomentella_sp2654	ectomycorrhizal	Tomentella_sp2654
Tomentella_sp2655	ectomycorrhizal	Tomentella_sp2655
Tomentella_sp2658	ectomycorrhizal	Tomentella_sp2658
Tomentella_sp2659	ectomycorrhizal	Tomentella_sp2659
Tomentella_sp2662	ectomycorrhizal	Tomentella_sp2662
Tomentella_sp2663	ectomycorrhizal	Tomentella_sp2663
Tomentella_sp2665	ectomycorrhizal	Tomentella_sp2665
Tomentella_sp2668	ectomycorrhizal	Tomentella_sp2668
Tomentella_sp2670	ectomycorrhizal	Tomentella_sp2670
Tomentella_sp2673	ectomycorrhizal	Tomentella_sp2673
Tomentella_sp2674	ectomycorrhizal	Tomentella_sp2674
Tomentella_sp2675	ectomycorrhizal	Tomentella_sp2675
Tomentella_sp2676	ectomycorrhizal	Tomentella_sp2676
Tomentella_sp2677	ectomycorrhizal	Tomentella_sp2677
Tomentella_sp2680	ectomycorrhizal	Tomentella_sp2680
Tomentella_sp2683	ectomycorrhizal	Tomentella_sp2683
Tomentella_sp2684	ectomycorrhizal	Tomentella_sp2684
Tomentella_sp2685	ectomycorrhizal	Tomentella_sp2685
Tomentella_sp2686	ectomycorrhizal	Tomentella_sp2686
Tomentella_sp2687	ectomycorrhizal	Tomentella_sp2687
Tomentella_sp269	ectomycorrhizal	Tomentella_sp269
Tomentella_sp2691	ectomycorrhizal	Tomentella_sp2691
Tomentella_sp2692	ectomycorrhizal	Tomentella_sp2692
Tomentella_sp2693	ectomycorrhizal	Tomentella_sp2693
Tomentella_sp2695	ectomycorrhizal	Tomentella_sp2695
Tomentella_sp2699	ectomycorrhizal	Tomentella_sp2699
Tomentella_sp2700	ectomycorrhizal	Tomentella_sp2700
Tomentella_sp2702	ectomycorrhizal	Tomentella_sp2702
Tomentella_sp2704	ectomycorrhizal	Tomentella_sp2704
Tomentella_sp2706	ectomycorrhizal	Tomentella_sp2706
Tomentella_sp2708	ectomycorrhizal	Tomentella_sp2708
Tomentella_sp2709	ectomycorrhizal	Tomentella_sp2709
Tomentella_sp271	ectomycorrhizal	Tomentella_sp271
Tomentella_sp2712	ectomycorrhizal	Tomentella_sp2712
Tomentella_sp2714	ectomycorrhizal	Tomentella_sp2714
Tomentella_sp2716	ectomycorrhizal	Tomentella_sp2716
Tomentella_sp2717	ectomycorrhizal	Tomentella_sp2717
Tomentella_sp2718	ectomycorrhizal	Tomentella_sp2718
Tomentella_sp2719	ectomycorrhizal	Tomentella_sp2719
Tomentella_sp272	ectomycorrhizal	Tomentella_sp272
Tomentella_sp2720	ectomycorrhizal	Tomentella_sp2720
Tomentella_sp2722	ectomycorrhizal	Tomentella_sp2722
Tomentella_sp2724	ectomycorrhizal	Tomentella_sp2724
Tomentella_sp2725	ectomycorrhizal	Tomentella_sp2725
Tomentella_sp2727	ectomycorrhizal	Tomentella_sp2727
Tomentella_sp273	ectomycorrhizal	Tomentella_sp273
Tomentella_sp2730	ectomycorrhizal	Tomentella_sp2730
Tomentella_sp2731	ectomycorrhizal	Tomentella_sp2731
Tomentella_sp2738	ectomycorrhizal	Tomentella_sp2738
Tomentella_sp2739	ectomycorrhizal	Tomentella_sp2739
Tomentella_sp274	ectomycorrhizal	Tomentella_sp274
Tomentella_sp2741	ectomycorrhizal	Tomentella_sp2741
Tomentella_sp2743	ectomycorrhizal	Tomentella_sp2743
Tomentella_sp2745	ectomycorrhizal	Tomentella_sp2745
Tomentella_sp2748	ectomycorrhizal	Tomentella_sp2748
Tomentella_sp275	ectomycorrhizal	Tomentella_sp275
Tomentella_sp2752	ectomycorrhizal	Tomentella_sp2752
Tomentella_sp2753	ectomycorrhizal	Tomentella_sp2753
Tomentella_sp2754	ectomycorrhizal	Tomentella_sp2754
Tomentella_sp2755	ectomycorrhizal	Tomentella_sp2755
Tomentella_sp2757	ectomycorrhizal	Tomentella_sp2757
Tomentella_sp276	ectomycorrhizal	Tomentella_sp276
Tomentella_sp2761	ectomycorrhizal	Tomentella_sp2761
Tomentella_sp2762	ectomycorrhizal	Tomentella_sp2762
Tomentella_sp2763	ectomycorrhizal	Tomentella_sp2763
Tomentella_sp2765	ectomycorrhizal	Tomentella_sp2765
Tomentella_sp2767	ectomycorrhizal	Tomentella_sp2767
Tomentella_sp2768	ectomycorrhizal	Tomentella_sp2768
Tomentella_sp2769	ectomycorrhizal	Tomentella_sp2769
Tomentella_sp277	ectomycorrhizal	Tomentella_sp277
Tomentella_sp2770	ectomycorrhizal	Tomentella_sp2770
Tomentella_sp2771	ectomycorrhizal	Tomentella_sp2771
Tomentella_sp2772	ectomycorrhizal	Tomentella_sp2772
Tomentella_sp2775	ectomycorrhizal	Tomentella_sp2775
Tomentella_sp2776	ectomycorrhizal	Tomentella_sp2776
Tomentella_sp2777	ectomycorrhizal	Tomentella_sp2777
Tomentella_sp2778	ectomycorrhizal	Tomentella_sp2778
Tomentella_sp2779	ectomycorrhizal	Tomentella_sp2779
Tomentella_sp2780	ectomycorrhizal	Tomentella_sp2780
Tomentella_sp2782	ectomycorrhizal	Tomentella_sp2782
Tomentella_sp2783	ectomycorrhizal	Tomentella_sp2783
Tomentella_sp2784	ectomycorrhizal	Tomentella_sp2784
Tomentella_sp2788	ectomycorrhizal	Tomentella_sp2788
Tomentella_sp279	ectomycorrhizal	Tomentella_sp279
Tomentella_sp2791	ectomycorrhizal	Tomentella_sp2791
Tomentella_sp2792	ectomycorrhizal	Tomentella_sp2792
Tomentella_sp2793	ectomycorrhizal	Tomentella_sp2793
Tomentella_sp2796	ectomycorrhizal	Tomentella_sp2796
Tomentella_sp2798	ectomycorrhizal	Tomentella_sp2798
Tomentella_sp2799	ectomycorrhizal	Tomentella_sp2799
Tomentella_sp280	ectomycorrhizal	Tomentella_sp280
Tomentella_sp2800	ectomycorrhizal	Tomentella_sp2800
Tomentella_sp2801	ectomycorrhizal	Tomentella_sp2801
Tomentella_sp2802	ectomycorrhizal	Tomentella_sp2802
Tomentella_sp2804	ectomycorrhizal	Tomentella_sp2804
Tomentella_sp2805	ectomycorrhizal	Tomentella_sp2805
Tomentella_sp2806	ectomycorrhizal	Tomentella_sp2806
Tomentella_sp2807	ectomycorrhizal	Tomentella_sp2807
Tomentella_sp2808	ectomycorrhizal	Tomentella_sp2808
Tomentella_sp2809	ectomycorrhizal	Tomentella_sp2809
Tomentella_sp2810	ectomycorrhizal	Tomentella_sp2810
Tomentella_sp2811	ectomycorrhizal	Tomentella_sp2811
Tomentella_sp2816	ectomycorrhizal	Tomentella_sp2816
Tomentella_sp2818	ectomycorrhizal	Tomentella_sp2818
Tomentella_sp2819	ectomycorrhizal	Tomentella_sp2819
Tomentella_sp2820	ectomycorrhizal	Tomentella_sp2820
Tomentella_sp2821	ectomycorrhizal	Tomentella_sp2821
Tomentella_sp2823	ectomycorrhizal	Tomentella_sp2823
Tomentella_sp2824	ectomycorrhizal	Tomentella_sp2824
Tomentella_sp2825	ectomycorrhizal	Tomentella_sp2825
Tomentella_sp2827	ectomycorrhizal	Tomentella_sp2827
Tomentella_sp2828	ectomycorrhizal	Tomentella_sp2828
Tomentella_sp283	ectomycorrhizal	Tomentella_sp283
Tomentella_sp2831	ectomycorrhizal	Tomentella_sp2831
Tomentella_sp2832	ectomycorrhizal	Tomentella_sp2832
Tomentella_sp2833	ectomycorrhizal	Tomentella_sp2833
Tomentella_sp2834	ectomycorrhizal	Tomentella_sp2834
Tomentella_sp2835	ectomycorrhizal	Tomentella_sp2835
Tomentella_sp2836	ectomycorrhizal	Tomentella_sp2836
Tomentella_sp2838	ectomycorrhizal	Tomentella_sp2838
Tomentella_sp284	ectomycorrhizal	Tomentella_sp284
Tomentella_sp2843	ectomycorrhizal	Tomentella_sp2843
Tomentella_sp2844	ectomycorrhizal	Tomentella_sp2844
Tomentella_sp2845	ectomycorrhizal	Tomentella_sp2845
Tomentella_sp2847	ectomycorrhizal	Tomentella_sp2847
Tomentella_sp2848	ectomycorrhizal	Tomentella_sp2848
Tomentella_sp2851	ectomycorrhizal	Tomentella_sp2851
Tomentella_sp2852	ectomycorrhizal	Tomentella_sp2852
Tomentella_sp2855	ectomycorrhizal	Tomentella_sp2855
Tomentella_sp2856	ectomycorrhizal	Tomentella_sp2856
Tomentella_sp2857	ectomycorrhizal	Tomentella_sp2857
Tomentella_sp2859	ectomycorrhizal	Tomentella_sp2859
Tomentella_sp286	ectomycorrhizal	Tomentella_sp286
Tomentella_sp2861	ectomycorrhizal	Tomentella_sp2861
Tomentella_sp2862	ectomycorrhizal	Tomentella_sp2862
Tomentella_sp2864	ectomycorrhizal	Tomentella_sp2864
Tomentella_sp2866	ectomycorrhizal	Tomentella_sp2866
Tomentella_sp2868	ectomycorrhizal	Tomentella_sp2868
Tomentella_sp2869	ectomycorrhizal	Tomentella_sp2869
Tomentella_sp2870	ectomycorrhizal	Tomentella_sp2870
Tomentella_sp2872	ectomycorrhizal	Tomentella_sp2872
Tomentella_sp2874	ectomycorrhizal	Tomentella_sp2874
Tomentella_sp2876	ectomycorrhizal	Tomentella_sp2876
Tomentella_sp2877	ectomycorrhizal	Tomentella_sp2877
Tomentella_sp2878	ectomycorrhizal	Tomentella_sp2878
Tomentella_sp2879	ectomycorrhizal	Tomentella_sp2879
Tomentella_sp288	ectomycorrhizal	Tomentella_sp288
Tomentella_sp2881	ectomycorrhizal	Tomentella_sp2881
Tomentella_sp2882	ectomycorrhizal	Tomentella_sp2882
Tomentella_sp2883	ectomycorrhizal	Tomentella_sp2883
Tomentella_sp2884	ectomycorrhizal	Tomentella_sp2884
Tomentella_sp2885	ectomycorrhizal	Tomentella_sp2885
Tomentella_sp2886	ectomycorrhizal	Tomentella_sp2886
Tomentella_sp2887	ectomycorrhizal	Tomentella_sp2887
Tomentella_sp2890	ectomycorrhizal	Tomentella_sp2890
Tomentella_sp2891	ectomycorrhizal	Tomentella_sp2891
Tomentella_sp2892	ectomycorrhizal	Tomentella_sp2892
Tomentella_sp2894	ectomycorrhizal	Tomentella_sp2894
Tomentella_sp2895	ectomycorrhizal	Tomentella_sp2895
Tomentella_sp2896	ectomycorrhizal	Tomentella_sp2896
Tomentella_sp2897	ectomycorrhizal	Tomentella_sp2897
Tomentella_sp2898	ectomycorrhizal	Tomentella_sp2898
Tomentella_sp2899	ectomycorrhizal	Tomentella_sp2899
Tomentella_sp2901	ectomycorrhizal	Tomentella_sp2901
Tomentella_sp2902	ectomycorrhizal	Tomentella_sp2902
Tomentella_sp2903	ectomycorrhizal	Tomentella_sp2903
Tomentella_sp2904	ectomycorrhizal	Tomentella_sp2904
Tomentella_sp2905	ectomycorrhizal	Tomentella_sp2905
Tomentella_sp2906	ectomycorrhizal	Tomentella_sp2906
Tomentella_sp2908	ectomycorrhizal	Tomentella_sp2908
Tomentella_sp2909	ectomycorrhizal	Tomentella_sp2909
Tomentella_sp2910	ectomycorrhizal	Tomentella_sp2910
Tomentella_sp2911	ectomycorrhizal	Tomentella_sp2911
Tomentella_sp2912	ectomycorrhizal	Tomentella_sp2912
Tomentella_sp2914	ectomycorrhizal	Tomentella_sp2914
Tomentella_sp2915	ectomycorrhizal	Tomentella_sp2915
Tomentella_sp2916	ectomycorrhizal	Tomentella_sp2916
Tomentella_sp2917	ectomycorrhizal	Tomentella_sp2917
Tomentella_sp2919	ectomycorrhizal	Tomentella_sp2919
Tomentella_sp2920	ectomycorrhizal	Tomentella_sp2920
Tomentella_sp2922	ectomycorrhizal	Tomentella_sp2922
Tomentella_sp2923	ectomycorrhizal	Tomentella_sp2923
Tomentella_sp2924	ectomycorrhizal	Tomentella_sp2924
Tomentella_sp2925	ectomycorrhizal	Tomentella_sp2925
Tomentella_sp2926	ectomycorrhizal	Tomentella_sp2926
Tomentella_sp2927	ectomycorrhizal	Tomentella_sp2927
Tomentella_sp2929	ectomycorrhizal	Tomentella_sp2929
Tomentella_sp293	ectomycorrhizal	Tomentella_sp293
Tomentella_sp2930	ectomycorrhizal	Tomentella_sp2930
Tomentella_sp2932	ectomycorrhizal	Tomentella_sp2932
Tomentella_sp2933	ectomycorrhizal	Tomentella_sp2933
Tomentella_sp2934	ectomycorrhizal	Tomentella_sp2934
Tomentella_sp2935	ectomycorrhizal	Tomentella_sp2935
Tomentella_sp2937	ectomycorrhizal	Tomentella_sp2937
Tomentella_sp2939	ectomycorrhizal	Tomentella_sp2939
Tomentella_sp2940	ectomycorrhizal	Tomentella_sp2940
Tomentella_sp2941	ectomycorrhizal	Tomentella_sp2941
Tomentella_sp2944	ectomycorrhizal	Tomentella_sp2944
Tomentella_sp2946	ectomycorrhizal	Tomentella_sp2946
Tomentella_sp2947	ectomycorrhizal	Tomentella_sp2947
Tomentella_sp2948	ectomycorrhizal	Tomentella_sp2948
Tomentella_sp2949	ectomycorrhizal	Tomentella_sp2949
Tomentella_sp295	ectomycorrhizal	Tomentella_sp295
Tomentella_sp2951	ectomycorrhizal	Tomentella_sp2951
Tomentella_sp2955	ectomycorrhizal	Tomentella_sp2955
Tomentella_sp2956	ectomycorrhizal	Tomentella_sp2956
Tomentella_sp2957	ectomycorrhizal	Tomentella_sp2957
Tomentella_sp2958	ectomycorrhizal	Tomentella_sp2958
Tomentella_sp2959	ectomycorrhizal	Tomentella_sp2959
Tomentella_sp2960	ectomycorrhizal	Tomentella_sp2960
Tomentella_sp2963	ectomycorrhizal	Tomentella_sp2963
Tomentella_sp2964	ectomycorrhizal	Tomentella_sp2964
Tomentella_sp2965	ectomycorrhizal	Tomentella_sp2965
Tomentella_sp2968	ectomycorrhizal	Tomentella_sp2968
Tomentella_sp297	ectomycorrhizal	Tomentella_sp297
Tomentella_sp2971	ectomycorrhizal	Tomentella_sp2971
Tomentella_sp2973	ectomycorrhizal	Tomentella_sp2973
Tomentella_sp2975	ectomycorrhizal	Tomentella_sp2975
Tomentella_sp2977	ectomycorrhizal	Tomentella_sp2977
Tomentella_sp2978	ectomycorrhizal	Tomentella_sp2978
Tomentella_sp2980	ectomycorrhizal	Tomentella_sp2980
Tomentella_sp2982	ectomycorrhizal	Tomentella_sp2982
Tomentella_sp2984	ectomycorrhizal	Tomentella_sp2984
Tomentella_sp2986	ectomycorrhizal	Tomentella_sp2986
Tomentella_sp2987	ectomycorrhizal	Tomentella_sp2987
Tomentella_sp2988	ectomycorrhizal	Tomentella_sp2988
Tomentella_sp2989	ectomycorrhizal	Tomentella_sp2989
Tomentella_sp2991	ectomycorrhizal	Tomentella_sp2991
Tomentella_sp2995	ectomycorrhizal	Tomentella_sp2995
Tomentella_sp2996	ectomycorrhizal	Tomentella_sp2996
Tomentella_sp2997	ectomycorrhizal	Tomentella_sp2997
Tomentella_sp2999	ectomycorrhizal	Tomentella_sp2999
Tomentella_sp30	ectomycorrhizal	Tomentella_sp30
Tomentella_sp300	ectomycorrhizal	Tomentella_sp300
Tomentella_sp3001	ectomycorrhizal	Tomentella_sp3001
Tomentella_sp3002	ectomycorrhizal	Tomentella_sp3002
Tomentella_sp3006	ectomycorrhizal	Tomentella_sp3006
Tomentella_sp3008	ectomycorrhizal	Tomentella_sp3008
Tomentella_sp3011	ectomycorrhizal	Tomentella_sp3011
Tomentella_sp3013	ectomycorrhizal	Tomentella_sp3013
Tomentella_sp3015	ectomycorrhizal	Tomentella_sp3015
Tomentella_sp3016	ectomycorrhizal	Tomentella_sp3016
Tomentella_sp3017	ectomycorrhizal	Tomentella_sp3017
Tomentella_sp3019	ectomycorrhizal	Tomentella_sp3019
Tomentella_sp3020	ectomycorrhizal	Tomentella_sp3020
Tomentella_sp3021	ectomycorrhizal	Tomentella_sp3021
Tomentella_sp3023	ectomycorrhizal	Tomentella_sp3023
Tomentella_sp3024	ectomycorrhizal	Tomentella_sp3024
Tomentella_sp3025	ectomycorrhizal	Tomentella_sp3025
Tomentella_sp3027	ectomycorrhizal	Tomentella_sp3027
Tomentella_sp3030	ectomycorrhizal	Tomentella_sp3030
Tomentella_sp3033	ectomycorrhizal	Tomentella_sp3033
Tomentella_sp3035	ectomycorrhizal	Tomentella_sp3035
Tomentella_sp3036	ectomycorrhizal	Tomentella_sp3036
Tomentella_sp3040	ectomycorrhizal	Tomentella_sp3040
Tomentella_sp3043	ectomycorrhizal	Tomentella_sp3043
Tomentella_sp3044	ectomycorrhizal	Tomentella_sp3044
Tomentella_sp3046	ectomycorrhizal	Tomentella_sp3046
Tomentella_sp3048	ectomycorrhizal	Tomentella_sp3048
Tomentella_sp3049	ectomycorrhizal	Tomentella_sp3049
Tomentella_sp305	ectomycorrhizal	Tomentella_sp305
Tomentella_sp3050	ectomycorrhizal	Tomentella_sp3050
Tomentella_sp3051	ectomycorrhizal	Tomentella_sp3051
Tomentella_sp3052	ectomycorrhizal	Tomentella_sp3052
Tomentella_sp3053	ectomycorrhizal	Tomentella_sp3053
Tomentella_sp3057	ectomycorrhizal	Tomentella_sp3057
Tomentella_sp3058	ectomycorrhizal	Tomentella_sp3058
Tomentella_sp3060	ectomycorrhizal	Tomentella_sp3060
Tomentella_sp3061	ectomycorrhizal	Tomentella_sp3061
Tomentella_sp3062	ectomycorrhizal	Tomentella_sp3062
Tomentella_sp3063	ectomycorrhizal	Tomentella_sp3063
Tomentella_sp3064	ectomycorrhizal	Tomentella_sp3064
Tomentella_sp3065	ectomycorrhizal	Tomentella_sp3065
Tomentella_sp31	ectomycorrhizal	Tomentella_sp31
Tomentella_sp310	ectomycorrhizal	Tomentella_sp310
Tomentella_sp311	ectomycorrhizal	Tomentella_sp311
Tomentella_sp313	ectomycorrhizal	Tomentella_sp313
Tomentella_sp315	ectomycorrhizal	Tomentella_sp315
Tomentella_sp317	ectomycorrhizal	Tomentella_sp317
Tomentella_sp318	ectomycorrhizal	Tomentella_sp318
Tomentella_sp32	ectomycorrhizal	Tomentella_sp32
Tomentella_sp320	ectomycorrhizal	Tomentella_sp320
Tomentella_sp321	ectomycorrhizal	Tomentella_sp321
Tomentella_sp323	ectomycorrhizal	Tomentella_sp323
Tomentella_sp325	ectomycorrhizal	Tomentella_sp325
Tomentella_sp327	ectomycorrhizal	Tomentella_sp327
Tomentella_sp33	ectomycorrhizal	Tomentella_sp33
Tomentella_sp330	ectomycorrhizal	Tomentella_sp330
Tomentella_sp332	ectomycorrhizal	Tomentella_sp332
Tomentella_sp333	ectomycorrhizal	Tomentella_sp333
Tomentella_sp334	ectomycorrhizal	Tomentella_sp334
Tomentella_sp339	ectomycorrhizal	Tomentella_sp339
Tomentella_sp340	ectomycorrhizal	Tomentella_sp340
Tomentella_sp341	ectomycorrhizal	Tomentella_sp341
Tomentella_sp344	ectomycorrhizal	Tomentella_sp344
Tomentella_sp345	ectomycorrhizal	Tomentella_sp345
Tomentella_sp347	ectomycorrhizal	Tomentella_sp347
Tomentella_sp349	ectomycorrhizal	Tomentella_sp349
Tomentella_sp350	ectomycorrhizal	Tomentella_sp350
Tomentella_sp351	ectomycorrhizal	Tomentella_sp351
Tomentella_sp352	ectomycorrhizal	Tomentella_sp352
Tomentella_sp356	ectomycorrhizal	Tomentella_sp356
Tomentella_sp358	ectomycorrhizal	Tomentella_sp358
Tomentella_sp359	ectomycorrhizal	Tomentella_sp359
Tomentella_sp365	ectomycorrhizal	Tomentella_sp365
Tomentella_sp366	ectomycorrhizal	Tomentella_sp366
Tomentella_sp367	ectomycorrhizal	Tomentella_sp367
Tomentella_sp368	ectomycorrhizal	Tomentella_sp368
Tomentella_sp369	ectomycorrhizal	Tomentella_sp369
Tomentella_sp37	ectomycorrhizal	Tomentella_sp37
Tomentella_sp370	ectomycorrhizal	Tomentella_sp370
Tomentella_sp372	ectomycorrhizal	Tomentella_sp372
Tomentella_sp374	ectomycorrhizal	Tomentella_sp374
Tomentella_sp376	ectomycorrhizal	Tomentella_sp376
Tomentella_sp377	ectomycorrhizal	Tomentella_sp377
Tomentella_sp38	ectomycorrhizal	Tomentella_sp38
Tomentella_sp380	ectomycorrhizal	Tomentella_sp380
Tomentella_sp381	ectomycorrhizal	Tomentella_sp381
Tomentella_sp382	ectomycorrhizal	Tomentella_sp382
Tomentella_sp383	ectomycorrhizal	Tomentella_sp383
Tomentella_sp385	ectomycorrhizal	Tomentella_sp385
Tomentella_sp386	ectomycorrhizal	Tomentella_sp386
Tomentella_sp388	ectomycorrhizal	Tomentella_sp388
Tomentella_sp39	ectomycorrhizal	Tomentella_sp39
Tomentella_sp393	ectomycorrhizal	Tomentella_sp393
Tomentella_sp397	ectomycorrhizal	Tomentella_sp397
Tomentella_sp398	ectomycorrhizal	Tomentella_sp398
Tomentella_sp4	ectomycorrhizal	Tomentella_sp4
Tomentella_sp40	ectomycorrhizal	Tomentella_sp40
Tomentella_sp400	ectomycorrhizal	Tomentella_sp400
Tomentella_sp402	ectomycorrhizal	Tomentella_sp402
Tomentella_sp404	ectomycorrhizal	Tomentella_sp404
Tomentella_sp405	ectomycorrhizal	Tomentella_sp405
Tomentella_sp406	ectomycorrhizal	Tomentella_sp406
Tomentella_sp407	ectomycorrhizal	Tomentella_sp407
Tomentella_sp408	ectomycorrhizal	Tomentella_sp408
Tomentella_sp409	ectomycorrhizal	Tomentella_sp409
Tomentella_sp412	ectomycorrhizal	Tomentella_sp412
Tomentella_sp414	ectomycorrhizal	Tomentella_sp414
Tomentella_sp415	ectomycorrhizal	Tomentella_sp415
Tomentella_sp417	ectomycorrhizal	Tomentella_sp417
Tomentella_sp418	ectomycorrhizal	Tomentella_sp418
Tomentella_sp419	ectomycorrhizal	Tomentella_sp419
Tomentella_sp42	ectomycorrhizal	Tomentella_sp42
Tomentella_sp420	ectomycorrhizal	Tomentella_sp420
Tomentella_sp421	ectomycorrhizal	Tomentella_sp421
Tomentella_sp422	ectomycorrhizal	Tomentella_sp422
Tomentella_sp423	ectomycorrhizal	Tomentella_sp423
Tomentella_sp424	ectomycorrhizal	Tomentella_sp424
Tomentella_sp425	ectomycorrhizal	Tomentella_sp425
Tomentella_sp426	ectomycorrhizal	Tomentella_sp426
Tomentella_sp427	ectomycorrhizal	Tomentella_sp427
Tomentella_sp429	ectomycorrhizal	Tomentella_sp429
Tomentella_sp43	ectomycorrhizal	Tomentella_sp43
Tomentella_sp430	ectomycorrhizal	Tomentella_sp430
Tomentella_sp432	ectomycorrhizal	Tomentella_sp432
Tomentella_sp435	ectomycorrhizal	Tomentella_sp435
Tomentella_sp436	ectomycorrhizal	Tomentella_sp436
Tomentella_sp437	ectomycorrhizal	Tomentella_sp437
Tomentella_sp439	ectomycorrhizal	Tomentella_sp439
Tomentella_sp44	ectomycorrhizal	Tomentella_sp44
Tomentella_sp440	ectomycorrhizal	Tomentella_sp440
Tomentella_sp441	ectomycorrhizal	Tomentella_sp441
Tomentella_sp442	ectomycorrhizal	Tomentella_sp442
Tomentella_sp443	ectomycorrhizal	Tomentella_sp443
Tomentella_sp446	ectomycorrhizal	Tomentella_sp446
Tomentella_sp447	ectomycorrhizal	Tomentella_sp447
Tomentella_sp449	ectomycorrhizal	Tomentella_sp449
Tomentella_sp451	ectomycorrhizal	Tomentella_sp451
Tomentella_sp455	ectomycorrhizal	Tomentella_sp455
Tomentella_sp457	ectomycorrhizal	Tomentella_sp457
Tomentella_sp458	ectomycorrhizal	Tomentella_sp458
Tomentella_sp459	ectomycorrhizal	Tomentella_sp459
Tomentella_sp46	ectomycorrhizal	Tomentella_sp46
Tomentella_sp460	ectomycorrhizal	Tomentella_sp460
Tomentella_sp462	ectomycorrhizal	Tomentella_sp462
Tomentella_sp463	ectomycorrhizal	Tomentella_sp463
Tomentella_sp464	ectomycorrhizal	Tomentella_sp464
Tomentella_sp465	ectomycorrhizal	Tomentella_sp465
Tomentella_sp466	ectomycorrhizal	Tomentella_sp466
Tomentella_sp467	ectomycorrhizal	Tomentella_sp467
Tomentella_sp468	ectomycorrhizal	Tomentella_sp468
Tomentella_sp469	ectomycorrhizal	Tomentella_sp469
Tomentella_sp47	ectomycorrhizal	Tomentella_sp47
Tomentella_sp470	ectomycorrhizal	Tomentella_sp470
Tomentella_sp473	ectomycorrhizal	Tomentella_sp473
Tomentella_sp474	ectomycorrhizal	Tomentella_sp474
Tomentella_sp475	ectomycorrhizal	Tomentella_sp475
Tomentella_sp476	ectomycorrhizal	Tomentella_sp476
Tomentella_sp477	ectomycorrhizal	Tomentella_sp477
Tomentella_sp481	ectomycorrhizal	Tomentella_sp481
Tomentella_sp482	ectomycorrhizal	Tomentella_sp482
Tomentella_sp483	ectomycorrhizal	Tomentella_sp483
Tomentella_sp485	ectomycorrhizal	Tomentella_sp485
Tomentella_sp486	ectomycorrhizal	Tomentella_sp486
Tomentella_sp487	ectomycorrhizal	Tomentella_sp487
Tomentella_sp489	ectomycorrhizal	Tomentella_sp489
Tomentella_sp49	ectomycorrhizal	Tomentella_sp49
Tomentella_sp492	ectomycorrhizal	Tomentella_sp492
Tomentella_sp494	ectomycorrhizal	Tomentella_sp494
Tomentella_sp495	ectomycorrhizal	Tomentella_sp495
Tomentella_sp496	ectomycorrhizal	Tomentella_sp496
Tomentella_sp498	ectomycorrhizal	Tomentella_sp498
Tomentella_sp5	ectomycorrhizal	Tomentella_sp5
Tomentella_sp50	ectomycorrhizal	Tomentella_sp50
Tomentella_sp502	ectomycorrhizal	Tomentella_sp502
Tomentella_sp503	ectomycorrhizal	Tomentella_sp503
Tomentella_sp504	ectomycorrhizal	Tomentella_sp504
Tomentella_sp505	ectomycorrhizal	Tomentella_sp505
Tomentella_sp506	ectomycorrhizal	Tomentella_sp506
Tomentella_sp508	ectomycorrhizal	Tomentella_sp508
Tomentella_sp509	ectomycorrhizal	Tomentella_sp509
Tomentella_sp51	ectomycorrhizal	Tomentella_sp51
Tomentella_sp510	ectomycorrhizal	Tomentella_sp510
Tomentella_sp511	ectomycorrhizal	Tomentella_sp511
Tomentella_sp512	ectomycorrhizal	Tomentella_sp512
Tomentella_sp513	ectomycorrhizal	Tomentella_sp513
Tomentella_sp514	ectomycorrhizal	Tomentella_sp514
Tomentella_sp516	ectomycorrhizal	Tomentella_sp516
Tomentella_sp517	ectomycorrhizal	Tomentella_sp517
Tomentella_sp518	ectomycorrhizal	Tomentella_sp518
Tomentella_sp519	ectomycorrhizal	Tomentella_sp519
Tomentella_sp520	ectomycorrhizal	Tomentella_sp520
Tomentella_sp522	ectomycorrhizal	Tomentella_sp522
Tomentella_sp524	ectomycorrhizal	Tomentella_sp524
Tomentella_sp525	ectomycorrhizal	Tomentella_sp525
Tomentella_sp526	ectomycorrhizal	Tomentella_sp526
Tomentella_sp527	ectomycorrhizal	Tomentella_sp527
Tomentella_sp528	ectomycorrhizal	Tomentella_sp528
Tomentella_sp532	ectomycorrhizal	Tomentella_sp532
Tomentella_sp535	ectomycorrhizal	Tomentella_sp535
Tomentella_sp537	ectomycorrhizal	Tomentella_sp537
Tomentella_sp538	ectomycorrhizal	Tomentella_sp538
Tomentella_sp539	ectomycorrhizal	Tomentella_sp539
Tomentella_sp543	ectomycorrhizal	Tomentella_sp543
Tomentella_sp546	ectomycorrhizal	Tomentella_sp546
Tomentella_sp547	ectomycorrhizal	Tomentella_sp547
Tomentella_sp548	ectomycorrhizal	Tomentella_sp548
Tomentella_sp549	ectomycorrhizal	Tomentella_sp549
Tomentella_sp55	ectomycorrhizal	Tomentella_sp55
Tomentella_sp550	ectomycorrhizal	Tomentella_sp550
Tomentella_sp551	ectomycorrhizal	Tomentella_sp551
Tomentella_sp552	ectomycorrhizal	Tomentella_sp552
Tomentella_sp553	ectomycorrhizal	Tomentella_sp553
